SNAPSHOT_ID,PERFORMANCE_MONTH,REGION,STRATEGY_MODE,OTIF_PCT,FILL_RATE_PCT,NET_SALES_GROWTH_PCT,LEAD_TIME_DAYS,ORDER_FLEXIBILITY_SCORE,FORECAST_MAPE_PCT,FORECAST_BIAS_PCT,NPI_COUNT,GROSS_MARGIN_PCT,EBITDA_MARGIN_PCT,COGS_USD,SGA_USD,OEE_PCT,FIRST_PASS_YIELD_PCT,PURCHASING_PRICE_INDEX,ROCE_PCT,FREE_CASH_FLOW_USD,CASH_CONVERSION_CYCLE_DAYS,DIOH_DAYS,DSO_DAYS,DPO_DAYS,ASSET_TURNS,CYCLE_STOCK_VALUE,SAFETY_STOCK_VALUE,PIPELINE_STOCK_VALUE,ANTICIPATION_STOCK_VALUE,STRATEGIC_STOCK_VALUE,TOTAL_INVENTORY_VALUE,NOPAT_USD,WORKING_CAPITAL_DELTA_USD,FIXED_ASSET_DELTA_USD,CAPITAL_EMPLOYED_USD,EVA_USD
146,2024-01-01,NORTH_AMERICA,MARGIN,91.62,89.51,5.66,14.9,89.9,26.2,1.6,4,48.42,23.71,70751603.42,16613426.79,86.8,93.8,105.96,19.13,3626408.28,48.9,46.0,47.9,47.8,1.91,9193346.8,7907683.11,4464389.26,2290071.19,1029412.18,24884902.54,5384008.77,1916127.36,-158526.87,94730004.3,-4088991.66
147,2024-01-01,NORTH_AMERICA,CASH,92.67,89.78,5.12,14.5,94.7,11.4,1.8,4,41.31,20.16,58935781.95,17800480.87,80.2,92.5,96.09,12.54,11386064.7,34.2,49.3,42.9,73.5,2.36,9694068.42,9005004.48,3829418.75,1276198.29,1516284.99,25320974.93,9716263.65,-1335260.0,-334541.05,89099264.15,806337.24
148,2024-01-01,EUROPE,GROWTH,93.85,91.1,4.38,7.0,80.1,13.2,-0.4,4,33.2,16.1,60074490.94,16150697.54,79.2,91.4,94.69,16.94,14327589.85,45.4,48.5,46.4,31.4,3.32,10355424.73,6338883.75,4335251.71,3534129.74,4575734.04,29139423.97,14269075.62,35836.16,-94350.39,118482339.96,2420841.63
149,2024-01-01,EUROPE,MARGIN,90.04,85.4,1.53,14.6,83.6,18.8,7.8,4,40.12,19.56,65999706.44,14056452.59,65.5,90.5,107.5,15.11,5281684.14,44.5,72.4,39.4,31.6,3.12,11929089.11,8132122.65,7972529.08,1584411.4,3152880.41,32771032.64,6691618.94,1413268.75,-3333.94,119098262.53,-5218207.31
150,2024-01-01,EUROPE,CASH,94.68,91.91,8.76,10.5,72.3,25.1,-4.8,4,31.2,15.1,63365534.43,19669685.15,70.8,96.3,98.87,15.97,12015777.97,39.4,60.9,42.3,30.0,2.88,10045029.24,4825944.72,2054522.21,2756966.96,3044375.29,22726838.42,10711991.84,-1442199.06,138412.93,114537263.11,-741734.47
151,2024-01-01,ASIA_PACIFIC,GROWTH,98.82,94.6,11.13,12.9,85.2,19.3,0.2,3,29.5,14.25,79247128.18,14111134.17,71.4,96.0,99.63,9.41,8030562.14,60.1,49.7,37.3,44.3,2.74,8156332.15,6437138.34,3924401.49,1274838.24,2237878.2,22030588.42,9447127.77,1933363.07,-516797.45,103061799.6,-859052.19
152,2024-01-01,ASIA_PACIFIC,MARGIN,87.64,85.0,2.97,17.6,91.5,18.2,0.8,2,34.72,16.86,56523587.97,13666788.8,86.0,88.8,95.74,16.51,6490233.68,58.5,64.1,47.5,44.1,2.09,7897279.84,4671262.4,3281257.13,1986219.09,3816125.81,21652144.27,8909174.27,1818665.43,600275.17,119058261.18,-2996651.85
153,2024-01-01,ASIA_PACIFIC,CASH,97.1,92.94,6.62,19.8,71.3,17.8,-2.7,2,32.99,16.0,58239976.09,14744349.14,68.8,91.5,94.83,20.17,6643153.56,38.9,47.8,42.5,56.5,3.04,11096819.08,9405689.18,2938172.85,3093344.03,3273074.47,29807099.61,8337765.97,1556002.44,138609.97,103172536.11,-1979487.64
154,2024-01-01,LATAM,GROWTH,97.75,95.15,5.33,8.5,72.6,20.2,-5.1,6,35.54,17.27,51031305.75,16389630.22,94.3,92.8,97.24,11.66,6552995.84,53.8,53.2,49.0,53.7,2.92,13343247.96,7041473.81,5878444.25,2139681.31,3114829.28,31517676.61,5814472.13,-829379.61,90855.9,97400583.77,-3925586.25
155,2024-01-01,LATAM,MARGIN,91.97,87.62,9.64,17.0,73.2,17.4,4.5,0,37.34,18.17,50739332.14,16966889.88,86.7,92.6,98.46,18.65,9404302.83,66.5,53.7,34.9,57.8,2.78,8409619.74,9983705.84,3581308.88,1557174.03,4722689.02,28254497.51,12253263.91,1897757.24,951203.84,113455143.1,907749.6
156,2024-01-01,LATAM,CASH,91.83,88.51,5.98,16.0,92.3,19.3,-3.3,2,36.31,17.66,70475351.9,16622321.58,60.2,92.6,92.76,12.28,13640046.72,43.1,36.1,38.3,61.8,2.18,5660553.08,9807977.65,4160359.41,2203068.9,2421135.9,24253094.94,12153223.11,-737326.08,-749497.54,90725729.18,3080650.19
157,2024-02-01,NORTH_AMERICA,GROWTH,94.1,91.86,10.98,4.9,76.9,23.9,7.5,5,35.23,16.75,75210445.33,10174982.14,84.8,95.3,100.89,15.58,4558585.93,51.9,58.9,50.3,62.9,2.91,6865900.97,4317625.4,3105491.91,976361.86,3351193.8,18616573.94,5490046.45,1277982.74,-346522.22,102910811.07,-4801034.66
158,2024-02-01,NORTH_AMERICA,MARGIN,93.36,90.05,3.97,15.6,73.7,18.0,-1.7,3,43.92,21.09,67393785.31,11665035.47,83.4,92.5,91.05,17.49,13191927.38,50.3,54.5,31.8,39.6,2.21,7861350.42,7483130.92,3884972.38,4399176.21,1133694.29,24762324.22,12122202.05,-1058466.95,-11258.38,87035611.34,3418640.92
159,2024-02-01,NORTH_AMERICA,CASH,87.98,85.0,3.98,12.2,73.6,17.1,-0.7,2,37.8,18.03,79049808.8,14528833.6,68.9,95.6,107.08,17.5,15874198.56,27.4,78.7,43.3,60.3,2.03,13958157.32,3724325.45,5939376.21,4205480.17,1674997.75,29502336.9,14457151.08,-793652.52,-623394.95,107072801.75,3749870.91
160,2024-02-01,EUROPE,GROWTH,99.0,97.22,8.11,10.4,79.6,18.4,-1.1,7,34.47,16.37,70753329.17,16742935.74,93.6,95.1,103.27,12.49,14565610.44,47.0,54.3,43.3,47.7,2.77,13909738.85,6986480.81,6994346.25,4527026.29,1654464.82,34072057.01,14799554.47,746714.45,-512770.42,119424029.36,2857151.54
161,2024-02-01,EUROPE,MARGIN,88.86,85.0,8.26,9.3,94.1,18.0,4.6,4,45.1,21.68,67881307.86,11074505.53,73.2,93.1,104.39,20.49,5451253.96,42.2,46.0,38.2,38.2,1.83,6460965.66,8761025.02,3410187.79,3237848.42,2620788.57,24490815.46,5169128.0,-921479.96,639354.01,116382577.1,-6469129.71
162,2024-02-01,EUROPE,CASH,98.19,93.85,6.29,14.6,94.9,7.1,6.0,5,34.04,16.15,75288364.47,14458866.2,77.1,90.5,109.51,17.62,13667548.52,32.7,47.0,33.0,61.5,2.51,5566255.57,3842647.05,5484611.5,4288215.25,2986973.71,22168703.08,12085835.46,-1304145.18,-277567.88,109274909.49,1158344.51
163,2024-02-01,ASIA_PACIFIC,GROWTH,99.0,97.02,9.62,6.1,90.7,10.3,0.4,6,32.17,15.22,63280811.06,17322192.06,66.3,97.9,100.31,14.31,7554938.48,49.8,88.2,35.3,67.5,2.67,9553949.05,6626107.44,2044778.84,2365610.2,3872272.64,24462718.18,7330189.64,353724.96,-578473.8,112525680.18,-3922378.37
164,2024-02-01,ASIA_PACIFIC,MARGIN,90.56,85.92,12.02,10.9,74.1,21.4,4.2,3,33.77,16.02,65991658.7,16315443.79,76.7,96.0,92.19,16.04,11727827.34,52.8,42.3,46.6,40.4,3.05,9639362.63,4720730.11,7489052.9,2034030.89,4809056.06,28692232.59,10429404.44,-496715.12,-801707.78,85175224.68,1911881.98
165,2024-02-01,ASIA_PACIFIC,CASH,95.83,91.31,5.45,13.7,78.5,16.5,2.8,3,43.55,20.91,57169930.41,12812845.64,66.0,96.9,106.78,14.62,10273880.74,33.7,50.2,49.9,48.8,3.04,14880139.62,5725728.46,6395676.2,3361104.61,1848324.95,32210973.83,9111272.78,-1921394.07,758786.11,89373002.63,173972.52
166,2024-02-01,LATAM,GROWTH,98.5,94.89,4.17,15.6,70.4,22.9,4.2,4,39.51,18.89,56027340.19,18051192.09,78.9,87.9,110.91,14.02,12592566.74,40.1,55.0,40.3,70.0,3.03,14077612.44,3611917.66,7618959.99,3896045.94,4165242.86,33369778.88,13501327.35,1809040.31,-900279.71,91566013.38,4344726.01
167,2024-02-01,LATAM,MARGIN,88.17,85.0,-3.6,13.4,88.8,18.7,-1.3,1,40.48,19.38,52186953.56,16268329.04,86.8,93.2,99.17,13.0,5302806.06,43.9,48.6,42.4,35.0,3.08,13723945.63,7291813.67,2943223.3,4415766.57,3073461.85,31448211.03,7531989.07,1271288.29,957894.71,112147738.08,-3682784.74
168,2024-02-01,LATAM,CASH,96.57,92.86,2.78,14.9,83.4,18.1,5.2,5,39.04,18.65,67807257.63,11271104.91,75.4,93.7,89.89,14.35,7956290.73,24.9,60.0,39.5,64.5,2.17,7356825.35,7995621.98,7242068.21,1241532.49,4466382.75,28302430.78,9275418.55,801391.56,517736.27,86434411.74,631977.38
169,2024-03-01,NORTH_AMERICA,GROWTH,96.2,92.47,5.17,7.6,81.4,14.3,4.0,3,33.0,15.5,66323258.72,15517123.72,89.4,92.7,104.16,13.81,6948820.58,28.9,62.9,33.6,53.1,2.21,6688592.89,6224709.54,3842526.46,940637.0,2292580.87,19989046.77,8565589.21,1862071.67,-245303.05,97892110.25,-1223621.81
170,2024-03-01,NORTH_AMERICA,MARGIN,91.26,88.18,2.6,15.6,71.3,12.1,2.2,1,36.3,17.15,55879405.54,19437663.82,89.9,91.5,93.13,19.62,12982103.18,50.5,74.2,38.4,41.2,3.37,14059116.71,3886459.88,3071118.74,2772120.5,1327753.76,25116569.58,14764896.61,1693144.08,89649.35,95050373.17,5259859.29
171,2024-03-01,NORTH_AMERICA,CASH,96.5,91.97,3.72,14.2,90.9,15.6,-0.5,2,38.65,18.33,64621244.24,16250915.53,60.0,93.1,97.7,11.62,15200354.01,41.5,55.5,50.1,75.9,1.84,6084003.73,9131531.16,6698960.17,1472472.39,3049042.26,26436009.7,14461868.94,160869.07,-899354.13,103190857.67,4142783.17
172,2024-03-01,EUROPE,GROWTH,99.0,97.62,9.58,10.5,73.9,20.0,3.9,3,31.96,14.98,74080922.16,17880351.5,74.2,91.7,108.42,11.11,8994763.32,50.3,62.6,33.4,37.8,2.3,10934964.16,4470824.43,2697990.36,4680467.55,1087927.26,23872173.76,7972141.14,-1417485.41,394863.23,85425064.64,-570365.33
173,2024-03-01,EUROPE,MARGIN,91.98,87.02,6.55,10.5,73.0,24.7,-3.6,3,37.71,17.86,61200594.83,11514104.44,81.4,97.0,104.83,15.39,14489564.09,51.7,56.2,32.8,58.7,2.71,8507097.88,8409880.58,6819023.07,1413651.53,2466204.75,27615857.81,12984535.05,-1238472.85,-266556.18,108289133.13,2155621.74
174,2024-03-01,EUROPE,CASH,95.43,91.06,4.92,12.4,94.4,18.9,2.0,2,38.24,18.12,50542432.77,14003298.68,87.8,89.8,106.79,16.65,9172225.2,62.1,69.4,29.9,57.9,2.23,12201113.34,3602950.4,4782858.95,1495909.6,2349908.18,24432740.46,10498769.21,653961.38,672582.63,104783303.71,20438.84
175,2024-03-01,ASIA_PACIFIC,GROWTH,95.84,93.1,10.15,8.8,92.0,14.7,1.3,6,37.17,17.59,62963487.1,19665907.7,73.6,97.9,90.01,14.87,9061007.47,38.5,60.3,25.0,44.9,2.55,12621875.11,7995251.56,3245068.97,3075250.95,4470892.61,31408339.21,9522151.0,-442261.28,903404.81,85711425.47,951008.45
176,2024-03-01,ASIA_PACIFIC,MARGIN,95.42,90.55,-1.46,13.9,82.7,26.9,4.4,1,35.01,16.51,50878983.29,16181029.66,71.2,88.6,98.72,18.81,11494445.63,55.3,39.7,48.4,54.9,2.34,7775228.05,9533891.89,6341207.44,3108746.7,3590880.22,30349954.3,10095088.73,-562304.69,-837052.2,101829987.19,-87909.99
177,2024-03-01,ASIA_PACIFIC,CASH,92.48,88.77,5.58,10.8,76.0,5.6,-3.0,2,34.37,16.18,77623125.49,19684191.31,88.3,94.0,94.19,18.32,8278238.71,52.5,63.8,44.3,57.2,1.56,12097370.85,3051504.81,5109234.39,950114.63,3276920.85,24485145.53,10405526.75,1780068.38,347219.66,98328192.21,572707.53
178,2024-03-01,LATAM,GROWTH,99.0,98.11,7.68,13.4,87.1,17.1,1.3,4,33.71,15.86,52644267.3,14136655.24,80.3,90.4,94.77,9.31,10983255.13,55.1,55.2,38.9,45.8,3.21,11285039.0,6900762.83,6455815.94,1919067.72,3259810.43,29820495.93,12501608.33,1962570.95,-444217.75,107736034.14,1728004.92
179,2024-03-01,LATAM,MARGIN,88.19,85.0,7.58,8.3,88.0,25.7,2.3,2,38.81,18.4,51747134.92,12622743.22,78.7,90.8,105.16,10.44,7036746.5,71.2,54.8,44.0,50.8,3.18,14154162.01,8333540.63,5030693.33,4753482.27,2861110.13,35132988.37,9360704.8,1790260.51,533697.8,86276104.97,733094.31
180,2024-03-01,LATAM,CASH,90.86,86.09,5.95,16.1,86.2,20.5,2.1,2,39.13,18.57,57956855.68,16860911.54,84.4,92.6,113.07,17.32,14131321.59,39.6,38.1,38.9,55.2,2.35,6912421.29,7308002.41,4434286.55,964329.46,2389153.9,22008193.6,14487904.98,1245863.76,-889280.37,90721887.5,5415716.23
181,2024-04-01,NORTH_AMERICA,GROWTH,98.98,93.59,8.25,10.3,91.4,16.3,2.4,8,42.48,20.37,56653384.76,17804711.38,72.5,92.0,97.53,11.96,8094001.13,53.4,67.4,36.7,59.1,3.35,7176997.99,9762150.21,2783806.29,2172429.73,1103355.89,22998740.12,7011752.32,-102187.28,-980061.53,83202536.1,-1308501.29
182,2024-04-01,NORTH_AMERICA,MARGIN,92.1,88.19,2.41,13.8,84.6,7.6,-0.6,1,44.72,21.5,79019843.34,12685989.33,89.2,91.0,97.63,12.63,9706146.01,36.5,58.1,50.9,40.0,2.62,13882721.97,6219593.66,5641838.7,1475925.74,4219867.34,31439947.4,9948259.52,236546.63,5566.88,83444644.42,1603795.07
183,2024-04-01,NORTH_AMERICA,CASH,88.83,85.11,6.56,11.1,80.3,14.8,1.9,3,26.47,12.37,58120508.13,13704914.37,86.2,93.0,96.17,17.79,8442465.21,49.3,51.0,35.9,51.5,2.57,5785098.68,9168806.47,2467273.93,3444981.42,4680152.66,25546313.17,10689214.06,1767622.35,479126.5,115268358.79,-837621.82
184,2024-04-01,EUROPE,GROWTH,99.0,95.6,6.28,8.5,82.5,12.0,0.3,6,26.19,12.23,78097106.54,13083521.22,80.7,95.8,105.19,17.85,15631480.42,66.1,61.1,31.6,47.4,2.83,13071070.2,6663003.75,2700487.42,1250130.95,3147436.59,26832128.9,13695411.69,-1008750.23,-927318.5,110563823.46,2639029.34
185,2024-04-01,EUROPE,MARGIN,98.37,94.37,8.26,14.3,72.2,16.0,4.4,1,42.69,20.48,64837911.58,18947475.71,65.8,92.5,96.32,18.19,5289783.3,44.0,62.3,26.2,30.3,2.99,10873698.69,3597817.39,4698823.94,3633233.09,4176538.25,26980111.36,7676684.37,1594387.64,792513.43,96423947.89,-1965710.42
186,2024-04-01,EUROPE,CASH,90.48,87.11,0.97,19.3,75.8,19.9,0.8,1,37.09,17.68,74231071.07,12463482.47,84.3,89.6,94.09,19.41,3929987.65,32.2,55.9,34.9,56.6,2.85,8320007.02,8211095.17,2911881.09,1254890.62,2382508.15,23080382.06,5632534.09,1434979.87,267566.57,85268381.41,-2894304.05
187,2024-04-01,ASIA_PACIFIC,GROWTH,97.56,95.06,9.89,10.8,72.5,21.8,-0.9,5,41.52,19.89,61368677.29,13027676.08,66.0,93.0,105.27,16.63,7783606.22,40.5,77.9,28.5,47.4,1.68,8555297.97,8662009.77,3768208.22,2929867.26,3981590.96,27896974.18,9593460.1,1719687.05,90166.83,112718539.77,-1678393.88
188,2024-04-01,ASIA_PACIFIC,MARGIN,89.76,85.96,9.19,8.2,83.9,14.5,0.4,0,33.18,15.72,50114908.72,12381248.43,76.0,97.7,99.48,15.5,15791128.17,37.9,43.3,37.6,47.0,2.07,14334551.05,5412176.17,2965906.59,2899290.59,4775096.48,30387020.89,14384476.4,-1547026.19,140374.43,86843438.67,5700132.54
189,2024-04-01,ASIA_PACIFIC,CASH,91.69,88.39,7.02,14.1,83.8,15.3,4.7,3,39.59,18.93,51642349.47,13550152.66,77.6,94.3,100.71,15.0,10096777.88,30.7,52.7,28.0,63.6,2.98,9298312.58,5010803.86,6420767.41,2482353.16,4957119.78,28169356.79,9819001.67,-736256.71,458480.5,100125342.19,-193532.55
190,2024-04-01,LATAM,GROWTH,95.82,94.66,1.05,11.8,74.9,15.2,4.0,4,25.54,11.9,64314391.28,11308811.39,69.4,96.5,100.52,11.72,5498077.34,61.5,36.8,29.4,30.0,2.7,8164687.84,8417965.61,2312434.44,808517.56,4182177.57,23885783.01,7355659.35,1438011.9,419570.1,117300158.12,-4374356.47
191,2024-04-01,LATAM,MARGIN,95.01,91.03,3.25,13.0,85.5,22.5,0.8,2,33.35,15.81,65970807.05,13033642.82,71.9,96.6,96.85,17.53,7700143.65,54.4,50.4,25.0,44.3,1.8,11338894.62,3503347.02,7454033.53,4398399.65,1310849.67,28005524.5,8928390.76,312288.41,915958.71,87186048.72,209785.89
192,2024-04-01,LATAM,CASH,89.19,85.57,4.76,15.1,91.3,14.9,-5.8,2,20.38,9.32,74201234.23,10036563.11,73.8,91.4,97.69,20.49,9882587.28,47.6,52.3,29.2,67.7,3.37,14007601.62,9510037.64,4301404.35,2627938.8,4584945.0,35031927.42,8200595.64,-1081134.87,-600856.77,96870969.68,-1486501.33
193,2024-05-01,NORTH_AMERICA,GROWTH,99.0,98.52,1.95,9.9,90.3,19.9,4.5,2,39.7,19.35,62813373.39,11287544.37,90.1,95.1,98.56,13.87,14674591.75,43.0,53.0,53.1,48.2,3.14,11491539.65,7886493.82,5828839.42,1691830.48,1374080.49,28272783.86,14476236.59,-730963.3,532608.14,99006834.64,4575553.12
194,2024-05-01,NORTH_AMERICA,MARGIN,90.94,87.56,12.1,14.3,71.5,11.6,5.6,4,43.1,21.05,78611108.79,16421102.35,60.0,94.5,93.51,9.78,6886922.35,43.2,65.1,31.6,30.0,1.81,11773006.86,7918407.04,7735880.35,2376854.85,2598878.2,32403027.3,7981503.56,1370218.01,-275636.79,85058569.82,-524353.42
195,2024-05-01,NORTH_AMERICA,CASH,89.64,87.5,3.61,11.0,76.3,14.9,4.6,3,31.08,15.04,74937374.15,17667683.56,76.2,92.1,102.08,23.57,9371727.17,56.2,60.5,50.4,44.2,3.47,14115768.87,5419341.18,5729043.87,776098.23,1747090.11,27787342.26,8506426.91,134217.73,-999517.99,95072425.11,-1000815.6
196,2024-05-01,EUROPE,GROWTH,95.97,94.62,4.31,14.4,70.5,14.3,1.8,7,28.72,13.86,75083558.47,12649670.62,66.4,92.1,104.16,13.11,8263883.33,48.3,63.3,48.7,56.9,1.76,11667088.55,4990018.02,5514669.63,2556995.7,2782919.28,27511691.19,9486325.92,654498.88,567943.7,101507685.14,-664442.6
197,2024-05-01,EUROPE,MARGIN,89.71,86.71,9.35,10.8,80.8,28.9,1.3,0,40.46,19.73,65110752.84,11826251.3,87.5,98.6,97.66,12.52,10036323.7,45.5,46.0,43.1,61.2,3.17,6829229.26,5555332.97,4594623.0,2675310.38,1297713.67,20952209.28,10739751.75,226837.03,476591.02,105496184.49,190133.3
198,2024-05-01,EUROPE,CASH,86.77,85.0,11.15,16.1,80.3,18.5,-0.3,3,27.78,13.39,71610001.07,19182850.35,77.7,99.0,98.15,20.23,8195765.52,39.5,40.0,44.9,54.0,2.75,5669910.94,3197339.38,3468470.48,3514828.91,2663654.62,18514204.34,9080404.62,68471.72,816167.37,87651094.84,315295.13
199,2024-05-01,ASIA_PACIFIC,GROWTH,93.57,91.43,8.07,14.0,81.5,21.8,-3.2,7,35.83,17.42,68534395.84,17699736.18,77.0,97.4,96.05,11.95,4938013.9,39.9,67.1,39.6,63.8,1.69,14335931.44,8039716.78,6522882.28,1361942.31,2772159.91,33032632.71,6039593.76,1560882.68,-459302.82,118494612.66,-5809867.51
200,2024-05-01,ASIA_PACIFIC,MARGIN,88.99,88.48,5.99,11.1,82.6,32.1,3.4,4,41.25,20.12,73402520.71,17712248.15,74.3,91.1,98.72,16.13,7150882.47,37.9,55.6,35.5,35.1,2.27,12704378.03,4473699.42,5008648.84,1409280.48,2638243.71,26234250.48,7281003.78,370272.73,-240151.42,116888932.73,-4407889.49
201,2024-05-01,ASIA_PACIFIC,CASH,91.37,87.61,5.54,14.8,70.2,15.0,1.8,4,42.12,20.56,78131138.46,19122545.61,71.8,99.0,100.86,16.56,16329941.55,29.6,65.3,43.2,53.9,3.21,10091133.85,4032177.42,5669934.05,2488678.75,3858809.27,26140733.34,14460756.18,-1473738.77,-395446.6,89788623.88,5481893.79
202,2024-05-01,LATAM,GROWTH,94.72,91.27,4.21,3.4,78.0,16.8,2.3,2,32.91,15.96,71611196.38,14444799.78,80.7,97.1,99.47,15.32,7882306.7,42.3,51.6,44.6,64.1,2.64,14039530.65,5244639.28,5314028.08,814149.28,1175524.35,26587871.65,7562923.75,679813.96,-999196.91,87616539.84,-1198730.23
203,2024-05-01,LATAM,MARGIN,87.26,85.0,10.02,8.9,73.2,9.7,0.5,1,42.61,20.81,53183900.58,14927813.46,85.7,92.0,90.9,25.0,7998116.88,50.6,48.0,38.5,42.7,3.4,7835071.9,9638976.09,7054784.64,2997713.9,1311975.47,28838522.0,6607133.49,-1365919.06,-25064.33,119130618.54,-5305928.36
204,2024-05-01,LATAM,CASH,97.92,92.74,6.67,15.5,83.3,11.6,1.6,3,36.03,17.51,72144522.65,11891386.96,82.7,89.1,87.89,13.3,8404046.93,43.0,56.7,37.7,48.9,2.49,9823562.09,7920065.11,2408061.39,1279814.67,1858259.28,23289762.54,10734917.64,1446499.8,884370.91,88609752.82,1873942.36
205,2024-06-01,NORTH_AMERICA,GROWTH,91.23,89.93,8.56,7.5,73.0,18.3,-0.5,4,33.84,16.92,64797424.79,15791298.04,68.0,93.2,100.62,15.32,5927490.91,50.7,41.6,49.6,44.0,2.8,9538465.64,6784276.96,7097601.05,1700337.35,2492829.48,27613510.47,6890776.54,696747.8,266537.83,116036309.21,-4712854.38
206,2024-06-01,NORTH_AMERICA,MARGIN,84.98,85.0,2.31,8.5,76.4,7.4,1.8,2,30.18,15.09,51968022.95,16906153.12,88.5,94.7,98.1,17.05,11836002.91,54.1,43.3,28.9,32.0,2.44,5616079.85,4137488.91,7370203.15,2215060.56,1999606.89,21338439.36,10724077.26,-545554.2,-566371.45,96180780.98,1105999.16
207,2024-06-01,NORTH_AMERICA,CASH,88.63,85.38,3.99,13.6,73.4,11.2,5.7,4,32.69,16.35,50691412.65,18967465.5,60.0,98.2,103.81,21.43,8733844.78,25.0,37.3,53.4,42.6,2.46,11657844.01,5003570.15,4760615.76,983618.07,1841488.33,24247136.32,7107066.65,-881594.27,-745183.86,89101355.08,-1803068.86
208,2024-06-01,EUROPE,GROWTH,92.5,90.43,0.33,9.5,78.6,23.3,1.4,7,36.57,18.28,68425065.51,13341430.22,69.2,93.6,100.92,13.49,11670353.28,31.5,42.5,48.7,52.1,1.66,8682954.68,5614112.14,4301207.07,2591550.53,3603153.28,24792977.7,13179041.77,1483188.69,25499.8,81534554.45,5025586.32
209,2024-06-01,EUROPE,MARGIN,91.94,90.1,6.66,10.3,90.5,13.2,-0.4,1,33.5,16.75,59808263.01,16066893.23,78.8,87.1,108.82,19.94,13277414.4,52.4,69.7,27.4,62.4,2.78,6250889.1,3908480.76,5340910.16,2865946.63,2659991.03,21026217.69,14304486.01,1981934.44,-954862.83,113477113.31,2956774.67
210,2024-06-01,EUROPE,CASH,97.69,95.83,5.98,10.9,90.7,22.0,2.8,4,32.25,16.13,73671218.13,13509756.24,78.9,94.1,93.57,17.57,11156611.36,53.7,56.5,46.8,62.2,1.73,6192716.72,4572076.68,5001187.61,2601106.88,3805173.37,22172261.26,9046537.42,-1232507.26,-877566.68,95747275.44,-528190.13
211,2024-06-01,ASIA_PACIFIC,GROWTH,95.01,92.63,13.87,11.2,80.4,18.8,7.2,3,42.05,21.02,67423904.9,17143875.62,82.0,96.3,105.14,13.85,13690631.65,35.8,58.7,30.1,47.2,2.84,10422999.76,4036705.59,6477882.88,520886.76,1674396.19,23132871.18,14166431.03,687117.08,-211317.71,108219866.08,3344444.42
212,2024-06-01,ASIA_PACIFIC,MARGIN,91.92,91.02,5.33,9.5,87.3,19.1,8.5,6,41.34,20.67,61915606.59,12452793.05,79.6,93.7,98.99,12.67,7563961.57,42.5,56.8,39.7,45.9,2.17,8364503.52,4478457.81,3879092.3,947102.67,4607664.43,22276820.74,9484078.41,977677.02,942439.82,92821446.67,201933.74
213,2024-06-01,ASIA_PACIFIC,CASH,86.1,85.0,5.06,19.2,86.1,18.5,0.8,3,31.88,15.94,54423590.28,10732456.04,89.0,97.1,98.63,19.69,11677270.91,48.5,59.1,52.0,50.7,2.54,10145711.16,4401079.48,3917536.56,1979519.77,1288917.39,21732764.36,13123173.33,1013251.73,432650.69,110096369.33,2113536.39
214,2024-06-01,LATAM,GROWTH,98.08,96.94,6.41,11.7,93.4,10.5,-0.5,6,40.69,20.35,68447090.44,14824236.02,91.9,90.0,107.13,15.62,5324269.3,63.5,58.8,49.8,51.3,1.57,14646904.79,3514943.48,2320607.61,2843875.84,3119502.5,26445834.23,5936574.53,988898.58,-376593.36,110723575.14,-5135782.99
215,2024-06-01,LATAM,MARGIN,86.11,85.0,5.41,10.4,93.3,26.2,9.6,1,35.71,17.86,66621751.5,19308328.64,83.6,94.7,103.57,13.88,4161846.14,37.0,57.2,34.1,55.1,2.1,14541316.42,4562787.81,7533846.65,1564732.89,4942096.53,33144780.3,5053489.89,1612202.61,-720558.87,109929552.25,-5939465.34
216,2024-06-01,LATAM,CASH,88.82,87.28,2.2,12.4,87.8,14.1,5.5,2,45.69,22.84,70643529.78,11281880.73,90.0,94.1,109.53,15.6,8735993.96,30.0,65.0,30.6,37.6,1.55,6712734.11,8191464.73,3815842.04,2155929.65,1633132.2,22509102.73,9253564.96,993501.0,-475929.99,89888242.95,264740.67
217,2024-07-01,NORTH_AMERICA,GROWTH,97.27,97.23,6.86,5.7,86.3,14.1,-0.6,2,29.14,15.07,64676487.46,13419344.94,72.3,93.0,102.06,14.32,13818619.72,42.3,49.7,45.1,35.2,2.53,9555016.95,3215772.33,7275226.03,372767.87,4779000.32,25197783.5,14242184.35,325699.58,97865.05,80975639.72,6144620.38
218,2024-07-01,NORTH_AMERICA,MARGIN,87.87,85.53,4.76,19.7,87.3,13.3,4.9,2,38.72,19.86,75701898.4,19440947.86,75.6,97.9,99.75,18.8,10578297.29,59.2,59.6,31.7,49.8,1.53,8544239.92,5668028.17,4471113.7,1623263.81,2806555.98,23113201.59,8359461.53,-1619773.85,-599061.9,102427779.26,-1883316.39
219,2024-07-01,NORTH_AMERICA,CASH,93.25,93.21,2.16,8.9,70.2,29.5,7.6,3,27.62,14.31,55900656.75,10553323.87,77.5,92.0,105.39,16.17,6839523.0,41.3,49.3,29.6,41.1,1.8,9956539.21,5947832.33,4463136.71,754860.25,1545484.42,22667852.91,6981307.42,509033.6,-367249.19,80368035.91,-1055496.17
