BRIDGE_ID,PERFORMANCE_MONTH,REGION,SCENARIO_ID,PREDICTED_FCF_USD,PREDICTED_ROCE_PCT,PREDICTED_SAFETY_STOCK_USD,PREDICTED_PIPELINE_STOCK_USD,LEAD_TIME_IMPACT_FCF,FORECAST_ERROR_IMPACT_SAFETY,BATCH_SIZE_IMPACT_CYCLE,FCF_LOWER_BOUND,FCF_UPPER_BOUND,ROCE_LOWER_BOUND,ROCE_UPPER_BOUND,MODEL_SOURCE
856,2024-06-01,LATAM,4,4616033.62,13.44,4622437.6,2373613.23,100000,210000.0,1502822.41,4027809.73,5449389.63,12.26,14.98,XGBOOST
857,2024-06-01,LATAM,5,4259861.8,15.83,4307508.49,7486676.03,-150000,524000.0,1168562.56,3643696.3,4929706.75,14.29,17.47,XGBOOST
858,2024-06-01,LATAM,6,3953697.8,15.88,5247131.62,8663800.86,-400000,524000.0,1702028.55,3360690.76,4546816.91,14.29,17.47,PROPHET
859,2024-06-01,LATAM,7,3692567.1,12.72,4226246.86,9549070.76,-650000,524000.0,1350405.52,3219187.99,4355371.99,11.59,14.17,XGBOOST
860,2024-06-01,LATAM,8,4085799.21,15.98,5541543.98,7624933.17,-150000,524000.0,1587249.51,3431442.14,4642539.37,14.29,17.47,PROPHET
861,2024-06-01,LATAM,9,9525659.37,20.51,6901929.66,3404261.67,-100000,282000.0,666142.24,8168154.35,11051032.36,18.54,22.66,XGBOOST
862,2024-06-01,LATAM,10,8898928.06,20.59,8589661.78,4001334.76,-350000,282000.0,568837.79,7574106.76,10247320.92,18.54,22.66,PROPHET
863,2024-06-01,LATAM,11,8688698.71,17.73,7066377.4,4647163.7,-600000,282000.0,803717.0,7277082.97,9845465.19,15.84,19.36,PROPHET
864,2024-06-01,LATAM,12,9052503.71,20.56,8977952.39,3421810.43,-100000,282000.0,741356.48,7722618.66,10448248.78,18.54,22.66,XGBOOST
865,2024-07-01,NORTH_AMERICA,1,13500410.86,12.49,3637782.2,7855873.92,100000,282000.0,1115424.56,11158535.42,15096842.04,11.09,13.55,XGBOOST
866,2024-07-01,NORTH_AMERICA,2,11877830.92,12.25,4130302.57,8625434.02,-150000,282000.0,984978.0,10218869.28,13825529.03,11.09,13.55,XGBOOST
867,2024-07-01,NORTH_AMERICA,3,11312407.76,9.26,3488914.06,9687072.55,-400000,282000.0,979990.83,9749036.21,13189872.52,8.39,10.25,XGBOOST
868,2024-07-01,NORTH_AMERICA,4,12493042.86,12.42,4409939.39,7759778.91,100000,282000.0,1015366.2,10453785.82,14143357.28,11.09,13.55,PROPHET
869,2024-07-01,NORTH_AMERICA,5,10898756.49,20.8,5386163.86,4472390.03,-150000,266000.0,759019.96,9261299.28,12529993.14,18.72,22.88,PROPHET
870,2024-07-01,NORTH_AMERICA,6,9857652.38,20.6,6393872.42,5043681.81,-400000,266000.0,695849.33,8541975.06,11556789.79,18.72,22.88,PROPHET
871,2024-07-01,NORTH_AMERICA,7,9547885.86,17.73,5340791.99,5765130.26,-650000,266000.0,1008377.24,8182312.95,11070188.11,16.02,19.58,XGBOOST
872,2024-07-01,NORTH_AMERICA,8,10401793.94,20.94,6894995.54,4532485.86,-150000,266000.0,832760.65,8721806.12,11800090.63,18.72,22.88,XGBOOST
873,2024-07-01,NORTH_AMERICA,9,7766816.48,21.51,5219178.94,4146744.17,-100000,590000.0,909030.46,6394954.01,8651996.6,19.05,23.29,XGBOOST
874,2024-07-01,NORTH_AMERICA,10,6990873.85,21.19,6258258.47,4696074.4,-350000,590000.0,1152606.54,5929866.44,8022760.48,19.05,23.29,XGBOOST
875,2024-07-01,NORTH_AMERICA,11,6677380.07,18.14,5036534.92,5335506.37,-600000,590000.0,1107312.73,5697322.66,7708142.42,16.35,19.99,XGBOOST
876,2024-07-01,NORTH_AMERICA,12,7244219.78,21.37,6663215.61,4090865.15,-100000,590000.0,994674.14,6046138.33,8180069.51,19.05,23.29,PROPHET
877,2024-07-01,EUROPE,1,10269254.53,12.09,6900442.62,7260698.4,100000,112000.0,878098.98,8953123.01,12113048.77,11.02,13.46,XGBOOST
878,2024-07-01,EUROPE,2,9716241.69,12.28,8425416.12,8573024.95,-150000,112000.0,831214.77,8199175.8,11093002.56,11.02,13.46,PROPHET
879,2024-07-01,EUROPE,3,8723280.54,9.0,6709086.37,9076309.58,-400000,112000.0,1058615.11,7822202.2,10582979.45,8.32,10.16,XGBOOST
880,2024-07-01,EUROPE,4,9907102.12,12.26,8720860.75,7476868.06,100000,112000.0,878334.87,8387662.6,11348014.11,11.02,13.46,XGBOOST
881,2024-07-01,EUROPE,5,11180847.77,19.43,8428099.36,6705502.8,-150000,322000.0,575623.64,9376164.25,12685398.69,17.37,21.23,XGBOOST
882,2024-07-01,EUROPE,6,10416673.69,19.53,10305565.47,7789276.73,-400000,322000.0,679292.71,8647918.48,11700125.0,17.37,21.23,PROPHET
883,2024-07-01,EUROPE,7,9647370.76,16.22,8231134.8,8513433.88,-650000,322000.0,569275.53,8283795.6,11207488.16,14.67,17.93,XGBOOST
884,2024-07-01,EUROPE,8,10371274.18,19.28,10486007.38,6604717.09,-150000,322000.0,535070.0,8829979.92,11946443.42,17.37,21.23,XGBOOST
885,2024-07-01,EUROPE,9,7860591.16,20.75,4129063.9,1950400.21,-100000,462000.0,631446.84,6773034.36,9163517.08,18.8,22.98,PROPHET
886,2024-07-01,EUROPE,10,7393811.64,20.9,5174014.78,2308214.76,-350000,462000.0,489384.71,6280450.05,8497079.47,18.8,22.98,XGBOOST
887,2024-07-01,EUROPE,11,7195466.82,18.01,4242501.26,2671977.82,-600000,462000.0,582346.54,6034157.89,8163860.67,16.1,19.68,XGBOOST
888,2024-07-01,EUROPE,12,7360550.43,20.65,5292243.2,1931693.27,-100000,462000.0,514537.95,6403596.13,8663688.88,18.8,22.98,XGBOOST
889,2024-07-01,ASIA_PACIFIC,1,12364737.0,15.01,9057326.36,6583442.6,100000,430000.0,681075.1,10264878.69,13887777.05,13.35,16.31,PROPHET
890,2024-07-01,ASIA_PACIFIC,2,10842352.41,14.68,10249287.42,7204236.96,-150000,430000.0,573274.87,9400467.85,12718280.03,13.35,16.31,XGBOOST
891,2024-07-01,ASIA_PACIFIC,3,10424811.61,11.76,8740350.76,8168200.1,-400000,430000.0,626395.83,8968262.43,12133531.52,10.65,13.01,XGBOOST
892,2024-07-01,ASIA_PACIFIC,4,11635455.25,15.04,11165371.96,6612796.37,100000,430000.0,502554.25,9616570.56,13010654.29,13.35,16.31,XGBOOST
893,2024-07-01,ASIA_PACIFIC,5,16789096.95,14.0,3517303.17,6653924.54,-150000,302000.0,829330.72,14511756.55,19633552.97,12.71,15.53,XGBOOST
894,2024-07-01,ASIA_PACIFIC,6,15911179.98,14.19,4374946.12,7862567.42,-400000,302000.0,880507.91,13384629.82,18108616.82,12.71,15.53,PROPHET
895,2024-07-01,ASIA_PACIFIC,7,15279830.28,11.19,3623237.72,8910626.7,-650000,302000.0,684955.03,12821066.46,17346148.74,10.01,12.23,XGBOOST
896,2024-07-01,ASIA_PACIFIC,8,15594796.74,13.91,4382130.59,6562899.34,-150000,302000.0,822880.58,13666411.5,18489850.86,12.71,15.53,PROPHET
897,2024-07-01,ASIA_PACIFIC,9,11520938.18,28.47,7807632.12,3275496.71,-100000,570000.0,1123869.54,9416936.0,12740560.46,25.12,30.7,XGBOOST
898,2024-07-01,ASIA_PACIFIC,10,10911986.26,28.78,9851405.44,3903304.53,-350000,570000.0,1341229.06,8732067.92,11813974.25,25.12,30.7,XGBOOST
899,2024-07-01,ASIA_PACIFIC,11,9806856.71,24.83,7459812.9,4172770.48,-600000,570000.0,1385575.24,8389633.89,11350681.14,22.42,27.4,XGBOOST
900,2024-07-01,ASIA_PACIFIC,12,10850530.01,28.41,10065041.12,3262868.86,-100000,570000.0,1294493.56,8903284.94,12045620.8,25.12,30.7,XGBOOST
901,2024-07-01,LATAM,1,10187614.18,12.28,8548966.53,4750285.24,100000,290000.0,1294087.82,8516574.08,11522423.75,10.96,13.4,XGBOOST
902,2024-07-01,LATAM,2,9062476.4,12.1,9813931.81,5273396.02,-150000,290000.0,1376835.43,7799388.89,10552114.38,10.96,13.4,XGBOOST
903,2024-07-01,LATAM,3,8830824.8,9.22,8481797.69,6059523.16,-400000,290000.0,1607591.87,7440796.3,10066959.7,8.26,10.1,XGBOOST
904,2024-07-01,LATAM,4,9532921.14,12.27,10479530.11,4744678.59,100000,290000.0,1737301.2,7978685.19,10794691.72,10.96,13.4,XGBOOST
905,2024-07-01,LATAM,5,12034034.05,17.3,6262771.99,6791221.05,-150000,310000.0,838372.44,10457252.78,14148047.88,15.74,19.24,XGBOOST
906,2024-07-01,LATAM,6,11259255.46,17.42,7690470.17,7922418.2,-400000,310000.0,717455.13,9645038.97,13049170.38,15.74,19.24,PROPHET
907,2024-07-01,LATAM,7,10539366.38,14.27,6208200.0,8751657.6,-650000,310000.0,813898.75,9238932.07,12499731.62,13.04,15.94,XGBOOST
908,2024-07-01,LATAM,8,11503260.35,17.43,8029702.32,6893234.78,-150000,310000.0,766223.77,9848092.43,13323889.75,15.74,19.24,XGBOOST
909,2024-07-01,LATAM,9,11276240.77,24.2,4900884.32,3609556.1,-100000,246000.0,1493400.57,9583450.87,12965845.29,21.78,26.62,XGBOOST
910,2024-07-01,LATAM,10,10316604.83,24.04,5973237.65,4154947.63,-350000,246000.0,1197188.42,8886472.62,12022874.72,21.78,26.62,XGBOOST
911,2024-07-01,LATAM,11,9612093.38,20.74,4689156.23,4604821.32,-600000,246000.0,1171071.68,8537983.5,11551389.44,19.08,23.32,XGBOOST
912,2024-07-01,LATAM,12,10893572.93,24.47,6480575.31,3688239.78,-100000,246000.0,1185112.24,9060717.18,12258617.36,21.78,26.62,XGBOOST
913,2024-08-01,NORTH_AMERICA,1,9927165.6,14.38,4327882.75,5893410.3,100000,460000.0,918921.41,8322658.99,11260068.05,12.85,15.71,XGBOOST
914,2024-08-01,NORTH_AMERICA,2,8896525.45,14.22,5005248.74,6591103.57,-150000,460000.0,773749.7,7621803.5,10311851.79,12.85,15.71,XGBOOST
915,2024-08-01,NORTH_AMERICA,3,8761912.65,11.42,4372145.96,7654737.68,-400000,460000.0,999162.88,7271375.75,9837743.66,10.15,12.41,PROPHET
916,2024-08-01,NORTH_AMERICA,4,9220890.43,14.32,5266205.03,5843161.25,100000,460000.0,919374.2,7797017.37,10548905.85,12.85,15.71,PROPHET
917,2024-08-01,NORTH_AMERICA,5,8127941.01,19.32,3925409.56,6317720.23,-150000,530000.0,540338.94,7163221.18,9691416.89,17.7,21.64,XGBOOST
918,2024-08-01,NORTH_AMERICA,6,7836297.27,19.75,4967103.28,7594552.86,-400000,530000.0,614011.07,6606854.49,8938685.48,17.7,21.64,XGBOOST
919,2024-08-01,NORTH_AMERICA,7,7351791.9,16.57,4018772.95,8408378.19,-650000,530000.0,484490.68,6328671.14,8562319.78,15.0,18.34,XGBOOST
920,2024-08-01,NORTH_AMERICA,8,8179853.0,19.97,5298745.53,6751353.32,-150000,530000.0,535415.62,6745946.16,9126868.33,17.7,21.64,XGBOOST
921,2024-08-01,NORTH_AMERICA,9,10470589.48,24.37,6615524.41,2894111.83,-100000,434000.0,624408.32,9103281.79,12316204.78,22.18,27.12,XGBOOST
922,2024-08-01,NORTH_AMERICA,10,10176306.13,24.95,8565371.29,3538943.61,-350000,434000.0,893975.98,8441224.94,11420480.79,22.18,27.12,XGBOOST
923,2024-08-01,NORTH_AMERICA,11,9754638.81,21.89,6917846.89,4035159.58,-600000,434000.0,667644.93,8110196.51,10972618.8,19.48,23.82,XGBOOST
924,2024-08-01,NORTH_AMERICA,12,10418913.24,25.01,9010495.42,3045972.26,-100000,434000.0,835223.99,8606739.15,11644411.79,22.18,27.12,PROPHET
925,2024-08-01,EUROPE,1,9072516.2,16.08,6728672.08,7873341.71,100000,308000.0,1250844.23,7863203.42,10638451.68,14.62,17.86,XGBOOST
926,2024-08-01,EUROPE,2,8309634.47,16.08,7953138.61,8999317.37,-150000,308000.0,1063364.93,7201038.92,9742582.07,14.62,17.86,XGBOOST
927,2024-08-01,EUROPE,3,8045058.6,13.21,6829302.29,10274259.78,-400000,308000.0,1408158.3,6869956.67,9294647.26,11.92,14.56,XGBOOST
928,2024-08-01,EUROPE,4,8506366.23,16.09,8264572.05,7879688.03,100000,308000.0,1246066.01,7366580.04,9966549.47,14.62,17.86,XGBOOST
929,2024-08-01,EUROPE,5,9814841.99,22.15,3494299.91,2850052.91,-150000,452000.0,986530.38,8600019.31,11635320.24,20.24,24.74,XGBOOST
930,2024-08-01,EUROPE,6,9210513.07,22.34,4303764.93,3334762.38,-400000,452000.0,1014802.54,7932056.64,10731606.04,20.24,24.74,PROPHET
931,2024-08-01,EUROPE,7,8975967.02,19.53,3617045.28,3835217.89,-650000,452000.0,1164707.22,7598075.31,10279748.95,17.54,21.44,PROPHET
932,2024-08-01,EUROPE,8,9541505.61,22.51,4556348.2,2942063.29,-150000,452000.0,928488.51,8099047.31,10957534.59,20.24,24.74,XGBOOST
933,2024-08-01,EUROPE,9,10163837.99,24.86,5955001.45,4655807.14,-100000,506000.0,1488249.37,8734764.73,11817622.87,22.5,27.5,XGBOOST
934,2024-08-01,EUROPE,10,9477063.12,24.93,7397088.21,5461982.75,-350000,506000.0,1516570.99,8099509.11,10958159.38,22.5,27.5,PROPHET
935,2024-08-01,EUROPE,11,9303723.69,22.18,6118536.44,6378218.58,-600000,506000.0,1549854.21,7781881.3,10528427.64,19.8,24.2,XGBOOST
936,2024-08-01,EUROPE,12,9492551.1,24.71,7612725.79,4599170.8,-100000,506000.0,1324403.2,8258323.01,11173025.25,22.5,27.5,PROPHET
937,2024-08-01,ASIA_PACIFIC,1,11253487.73,12.43,5488939.37,3472337.33,100000,426000.0,1077238.7,9374659.97,12683363.49,11.07,13.53,PROPHET
938,2024-08-01,ASIA_PACIFIC,2,10155096.27,12.33,6392052.84,3910345.33,-150000,426000.0,787741.61,8585214.92,11615290.77,11.07,13.53,XGBOOST
939,2024-08-01,ASIA_PACIFIC,3,9742152.52,9.35,5438782.97,4423638.96,-400000,426000.0,805217.34,8190492.39,11081254.42,8.37,10.23,XGBOOST
940,2024-08-01,ASIA_PACIFIC,4,10402824.94,12.34,6647024.26,3426254.8,100000,426000.0,987456.74,8782576.18,11882308.95,11.07,13.53,XGBOOST
941,2024-08-01,ASIA_PACIFIC,5,13189175.36,17.88,3400908.52,5873484.06,-150000,306000.0,1244878.54,11262469.18,15237458.31,16.13,19.71,PROPHET
942,2024-08-01,ASIA_PACIFIC,6,12210213.85,17.91,4132267.55,6779737.54,-400000,306000.0,1180935.45,10387714.29,14053966.4,16.13,19.71,XGBOOST
943,2024-08-01,ASIA_PACIFIC,7,11969518.52,15.09,3493412.11,7843213.14,-650000,306000.0,1054798.78,9950336.85,13462220.44,13.43,16.41,XGBOOST
944,2024-08-01,ASIA_PACIFIC,8,12394748.07,17.86,4286848.57,5861129.89,-150000,306000.0,1434811.53,10606403.02,14349839.38,16.13,19.71,PROPHET
945,2024-08-01,ASIA_PACIFIC,9,10404871.84,26.18,4048696.29,6958682.14,-100000,468000.0,685809.35,8848308.99,11971241.58,23.57,28.81,XGBOOST
946,2024-08-01,ASIA_PACIFIC,10,9619040.93,26.14,4986239.38,8093965.33,-350000,468000.0,955175.57,8204795.61,11100605.83,23.57,28.81,XGBOOST
947,2024-08-01,ASIA_PACIFIC,11,9193150.98,23.09,4015221.12,9201529.07,-600000,468000.0,892546.71,7883038.92,10665287.95,20.87,25.51,PROPHET
948,2024-08-01,ASIA_PACIFIC,12,9525731.71,25.77,5073526.29,6738262.96,-100000,468000.0,848633.35,8365673.96,11318264.77,23.57,28.81,XGBOOST
949,2024-08-01,LATAM,1,10643113.08,16.96,9238348.35,4338882.19,100000,410000.0,1100421.78,9286662.26,12564307.76,15.46,18.9,PROPHET
950,2024-08-01,LATAM,2,10143460.83,17.3,11362315.23,5160498.28,-150000,410000.0,891701.53,8504627.54,11506260.8,15.46,18.9,XGBOOST
951,2024-08-01,LATAM,3,9395796.24,14.07,9334794.48,5636801.66,-400000,410000.0,920706.04,8113610.19,10977237.31,12.76,15.6,PROPHET
952,2024-08-01,LATAM,4,10094094.35,17.06,11478039.09,4392483.52,100000,410000.0,836258.2,8700136.22,11770772.54,15.46,18.9,XGBOOST
953,2024-08-01,LATAM,5,13622250.19,19.57,6013519.87,4887720.63,-150000,390000.0,771419.79,11423089.82,15454768.58,17.5,21.38,PROPHET
954,2024-08-01,LATAM,6,12763821.03,19.73,7395175.05,5710178.55,-400000,390000.0,851832.27,10535859.54,14254398.21,17.5,21.38,XGBOOST
955,2024-08-01,LATAM,7,11991886.22,16.52,5991881.7,6331173.37,-650000,390000.0,846412.1,10092244.41,13654213.02,14.8,18.08,XGBOOST
956,2024-08-01,LATAM,8,12775552.92,19.53,7564543.67,4867463.66,-150000,390000.0,635025.29,10757667.11,14554490.8,17.5,21.38,XGBOOST
957,2024-08-01,LATAM,9,13132768.78,22.28,8395496.12,2368080.57,-100000,246000.0,1462823.44,10972123.7,14844637.95,19.88,24.3,PROPHET
958,2024-08-01,LATAM,10,12181999.63,22.29,10374604.18,2763745.59,-350000,246000.0,1375605.68,10174151.07,13765027.92,19.88,24.3,XGBOOST
959,2024-08-01,LATAM,11,11746982.94,19.29,8429135.1,3170091.96,-600000,246000.0,1316279.68,9775164.75,13225222.9,17.18,21.0,XGBOOST
960,2024-08-01,LATAM,12,12781274.91,22.61,11184004.9,2437663.19,-100000,246000.0,1679740.54,10373644.23,14034930.43,19.88,24.3,XGBOOST
961,2024-09-01,NORTH_AMERICA,1,10589770.77,7.92,6131823.74,4905389.0,100000,304000.0,1140326.08,9043059.92,12234728.13,7.15,8.73,PROPHET
962,2024-09-01,NORTH_AMERICA,2,10026169.16,8.06,7491920.34,5795864.47,-150000,304000.0,1172934.43,8281539.09,11204435.24,7.15,8.73,XGBOOST
963,2024-09-01,NORTH_AMERICA,3,9665443.68,5.04,6405756.28,6588683.88,-400000,304000.0,1273004.81,7900778.67,10689288.79,4.45,5.43,PROPHET
964,2024-09-01,NORTH_AMERICA,4,9814139.11,7.88,7444405.05,4852579.98,100000,304000.0,1224648.52,8471919.3,11462008.46,7.15,8.73,PROPHET
965,2024-09-01,NORTH_AMERICA,5,8338651.82,20.53,4299071.78,3104129.79,-150000,284000.0,540229.99,7143160.78,9664276.35,18.55,22.67,XGBOOST
966,2024-09-01,NORTH_AMERICA,6,7743962.91,20.6,5239984.16,3594336.68,-400000,284000.0,482740.43,6588352.17,8913652.94,18.55,22.67,XGBOOST
967,2024-09-01,NORTH_AMERICA,7,7351419.32,17.52,4289887.31,4026747.62,-650000,284000.0,623370.6,6310947.87,8538341.24,15.85,19.37,PROPHET
968,2024-09-01,NORTH_AMERICA,8,8142684.87,20.91,5630793.68,3218675.16,-150000,284000.0,506996.58,6727054.32,9101308.79,18.55,22.67,PROPHET
969,2024-09-01,NORTH_AMERICA,9,9675296.49,23.36,7145508.0,3035596.06,-100000,378000.0,915435.92,8096024.61,10953445.06,20.86,25.5,XGBOOST
970,2024-09-01,NORTH_AMERICA,10,8892093.69,23.26,8748543.27,3510128.62,-350000,378000.0,686524.11,7507222.82,10156830.87,20.86,25.5,PROPHET
971,2024-09-01,NORTH_AMERICA,11,8301508.21,19.96,6881647.74,3898001.89,-600000,378000.0,818132.09,7212821.93,9758523.78,18.16,22.2,XGBOOST
972,2024-09-01,NORTH_AMERICA,12,8856544.04,22.99,8952951.24,2939025.34,-100000,378000.0,766695.71,7654423.27,10355984.42,20.86,25.5,XGBOOST
973,2024-09-01,EUROPE,1,8323311.52,9.74,5286473.31,3224281.33,100000,314000.0,642935.9,7007283.35,9480442.18,8.72,10.66,XGBOOST
974,2024-09-01,EUROPE,2,7632275.82,9.74,6255744.04,3689666.69,-150000,314000.0,822633.77,6417196.33,8682089.16,8.72,10.66,XGBOOST
975,2024-09-01,EUROPE,3,7214905.68,6.7,5245006.91,4112987.78,-400000,314000.0,819375.85,6122152.82,8282912.64,6.02,7.36,XGBOOST
976,2024-09-01,EUROPE,4,7380395.84,9.47,6140789.8,3051757.59,100000,314000.0,585760.84,6564718.09,8881677.41,8.72,10.66,XGBOOST
977,2024-09-01,EUROPE,5,13724463.07,14.97,7746432.61,2535491.39,-150000,282000.0,873876.63,11625056.75,15728017.96,13.45,16.43,XGBOOST
978,2024-09-01,EUROPE,6,13367420.01,15.39,9902431.17,3079114.45,-400000,282000.0,1066299.9,10722139.73,14506424.33,13.45,16.43,XGBOOST
979,2024-09-01,EUROPE,7,12184675.7,11.99,7784239.53,3312225.81,-650000,282000.0,971605.37,10270681.21,13895627.52,10.75,13.13,XGBOOST
980,2024-09-01,EUROPE,8,13036168.7,15.03,9869144.04,2557303.31,-150000,282000.0,860533.58,10947868.98,14811822.74,13.45,16.43,XGBOOST
981,2024-09-01,EUROPE,9,10627849.78,26.04,8551145.12,2514414.06,-100000,362000.0,520721.53,8934408.77,12087729.51,23.31,28.49,PROPHET
982,2024-09-01,EUROPE,10,9567545.84,25.66,10255156.88,2847942.68,-350000,362000.0,505701.1,8284633.59,11208621.91,23.31,28.49,PROPHET
983,2024-09-01,EUROPE,11,9547165.95,23.12,8622236.9,3380424.24,-600000,362000.0,587361.42,7959745.99,10769068.11,20.61,25.19,PROPHET
984,2024-09-01,EUROPE,12,10120285.29,26.14,11145632.79,2532465.23,-100000,362000.0,486613.06,8447077.38,11428398.81,23.31,28.49,PROPHET
985,2024-09-01,ASIA_PACIFIC,1,14205669.46,11.57,4879646.05,2470723.01,100000,426000.0,525785.04,12248646.91,16571698.76,10.49,12.82,PROPHET
986,2024-09-01,ASIA_PACIFIC,2,12864522.75,11.5,5702631.58,2792237.36,-150000,426000.0,629146.43,11217181.9,15176187.28,10.49,12.82,XGBOOST
987,2024-09-01,ASIA_PACIFIC,3,12243058.03,8.53,4813511.75,3133590.52,-400000,426000.0,554307.24,10701449.4,14478431.54,7.78,9.52,XGBOOST
988,2024-09-01,ASIA_PACIFIC,4,13347567.03,11.58,6006250.05,2477981.52,100000,426000.0,653389.98,11475048.15,15525065.15,10.49,12.82,XGBOOST
989,2024-09-01,ASIA_PACIFIC,5,5636413.92,20.7,4761974.21,2515576.36,-150000,438000.0,1217720.51,4947897.49,6694214.25,18.93,23.13,XGBOOST
990,2024-09-01,ASIA_PACIFIC,6,5167071.19,20.63,5729496.51,2875348.77,-400000,438000.0,1294994.79,4563594.77,6174275.28,18.93,23.13,PROPHET
991,2024-09-01,ASIA_PACIFIC,7,4871768.2,17.55,4658720.0,3199340.23,-650000,438000.0,1375690.78,4371443.41,5914305.79,16.23,19.83,XGBOOST
992,2024-09-01,ASIA_PACIFIC,8,5482335.32,21.03,6212592.76,2598158.92,-150000,438000.0,1213694.39,4659670.45,6304260.02,18.93,23.13,PROPHET
993,2024-09-01,ASIA_PACIFIC,9,6465276.94,22.0,5969414.41,2636873.91,-100000,460000.0,1023071.73,5599116.61,7575275.41,19.99,24.43,PROPHET
994,2024-09-01,ASIA_PACIFIC,10,6139325.54,22.27,7551411.66,3150374.59,-350000,460000.0,1178408.65,5191908.13,7024346.29,19.99,24.43,PROPHET
995,2024-09-01,ASIA_PACIFIC,11,5969350.81,19.37,6186404.44,3643633.44,-600000,460000.0,964901.35,4988303.89,6748881.73,17.29,21.13,XGBOOST
996,2024-09-01,ASIA_PACIFIC,12,6198670.57,22.16,7833868.15,2673992.18,-100000,460000.0,1058994.3,5293710.25,7162078.57,19.99,24.43,PROPHET
997,2024-09-01,LATAM,1,5730471.26,7.21,3567337.98,5901860.28,100000,422000.0,999366.15,4628304.02,6261823.09,6.33,7.73,XGBOOST
998,2024-09-01,LATAM,2,4875634.71,6.95,3916878.49,6266514.44,-150000,422000.0,856727.09,4238552.11,5734511.67,6.33,7.73,PROPHET
999,2024-09-01,LATAM,3,4783967.3,4.04,3408691.0,7250647.13,-400000,422000.0,1078333.4,4043676.15,5470855.96,3.63,4.43,XGBOOST
1000,2024-09-01,LATAM,4,5280585.06,7.15,4306363.09,5805160.44,100000,422000.0,1081074.17,4335990.09,5866339.53,6.33,7.73,XGBOOST
1001,2024-09-01,LATAM,5,12799183.74,18.57,5875809.03,5906963.86,-150000,166000.0,1201046.14,10645849.25,14403207.81,16.53,20.21,PROPHET
1002,2024-09-01,LATAM,6,11407196.27,18.26,6873092.16,6564058.07,-400000,166000.0,1398834.8,9818987.18,13284512.06,16.53,20.21,XGBOOST
1003,2024-09-01,LATAM,7,10888305.86,15.25,5657721.21,7394035.6,-650000,166000.0,1169949.08,9405556.14,12725164.18,13.83,16.91,XGBOOST
1004,2024-09-01,LATAM,8,11779958.97,18.36,7253578.38,5772863.77,-150000,166000.0,1421765.13,10025702.69,13564186.0,16.53,20.21,PROPHET
1005,2024-09-01,LATAM,9,4703388.93,18.4,4996879.17,4968021.95,-100000,298000.0,629253.96,3931174.0,5318647.18,16.42,20.08,PROPHET
1006,2024-09-01,LATAM,10,4095835.35,17.84,5796866.95,5443201.44,-350000,298000.0,561464.84,3645270.44,4931836.47,16.42,20.08,PROPHET
1007,2024-09-01,LATAM,11,4219270.39,15.43,5031435.65,6669838.49,-600000,298000.0,515915.8,3502318.65,4738431.12,13.72,16.78,XGBOOST
1008,2024-09-01,LATAM,12,4329624.46,18.16,6296095.25,4837067.95,-100000,298000.0,542541.27,3716746.33,5028539.15,16.42,20.08,XGBOOST
1009,2024-10-01,NORTH_AMERICA,1,13585479.42,9.53,6829903.52,4130828.78,100000,468000.0,795244.66,11696285.1,15824385.72,8.63,10.55,PROPHET
1010,2024-10-01,NORTH_AMERICA,2,12301736.96,9.48,7981068.83,4667936.73,-150000,468000.0,794252.82,10711334.77,14491805.87,8.63,10.55,XGBOOST
1011,2024-10-01,NORTH_AMERICA,3,12237881.75,6.65,7041924.51,5475937.21,-400000,468000.0,907945.72,10218859.61,13825515.95,5.93,7.25,PROPHET
1012,2024-10-01,NORTH_AMERICA,4,13219956.55,9.71,8706514.14,4290677.29,100000,468000.0,743335.48,10957572.36,14824950.83,8.63,10.55,XGBOOST
1013,2024-10-01,NORTH_AMERICA,5,8773792.55,20.09,9086170.46,5145812.59,-150000,390000.0,1365680.7,7487898.63,10130686.38,18.12,22.14,XGBOOST
1014,2024-10-01,NORTH_AMERICA,6,8124015.89,20.13,11042111.73,5940853.29,-400000,390000.0,1240981.82,6906314.27,9343836.95,18.12,22.14,PROPHET
1015,2024-10-01,NORTH_AMERICA,7,7854147.13,17.21,9206369.12,6778050.83,-650000,390000.0,1354707.19,6615522.09,8950412.24,15.42,18.84,XGBOOST
1016,2024-10-01,NORTH_AMERICA,8,8537683.65,20.42,11859235.92,5317067.25,-150000,390000.0,1364953.87,7051710.36,9540549.31,18.12,22.14,XGBOOST
1017,2024-10-01,NORTH_AMERICA,9,11809929.95,23.36,5036672.09,3748179.12,-100000,384000.0,1293382.39,9956841.59,13471020.98,20.93,25.59,XGBOOST
1018,2024-10-01,NORTH_AMERICA,10,10674946.12,23.06,6064918.01,4262633.66,-350000,384000.0,1070984.15,9232707.66,12491310.36,20.93,25.59,PROPHET
1019,2024-10-01,NORTH_AMERICA,11,10497949.4,20.32,5025363.03,4986350.89,-600000,384000.0,1435408.95,8870640.69,12001455.05,18.23,22.29,XGBOOST
1020,2024-10-01,NORTH_AMERICA,12,11177584.91,23.37,6524953.77,3752151.27,-100000,384000.0,1281873.13,9413741.14,12736238.01,20.93,25.59,XGBOOST
1021,2024-10-01,EUROPE,1,13247712.79,12.01,4193305.72,6383940.94,100000,424000.0,955963.36,11217785.69,15177004.17,10.79,13.19,PROPHET
